,in_filename,bit_exposed_in_10k,QBER,fvals,rvals,SiftedKey
0,./temp/Q049.input,5107,0.049,1.7677093755063,0.49873046875,115027
1,./temp/Q0266.input,3786,0.0266,2.08833927252809,0.3697265625,46873
2,./temp/Q0439.input,4511,0.0439,1.69501192206662,0.44052734375,93734
3,./temp/Q0243.input,3084,0.0243,1.82587594851071,0.301171875,30292
4,./temp/Q0277.input,3525,0.0277,1.88393553193883,0.34423828125,57944
5,./temp/Q0336.input,3740,0.0336,1.72169775672553,0.365234375,68107
